Concept code,Concept description,Vocabulary,Cancer
36558321,"Adenocarcinoma in tubulovillous adenoma of mucosa of lip, NOS",ICDO3,Head and Neck
36528836,Adenocarcinoma in tubulovillous adenoma of mucosa of lower lip,ICDO3,Head and Neck
36548912,Adenocarcinoma in tubulovillous adenoma of mucosa of upper lip,ICDO3,Head and Neck
36546511,Adenocarcinoma in tubulovillous adenoma of nasal cavity,ICDO3,Head and Neck
36537660,"Adenocarcinoma in tubulovillous adenoma of nasopharynx, NOS",ICDO3,Head and Neck
36535043,"Adenocarcinoma in tubulovillous adenoma of oropharynx, NOS",ICDO3,Head and Neck
36536019,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36536325,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36521705,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of larynx,ICDO3,Head and Neck
36526042,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of lip,ICDO3,Head and Neck
36542598,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36528141,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36522951,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36550729,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of palate,ICDO3,Head and Neck
36529374,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36562310,Adenocarcinoma in tubulovillous adenoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36538753,"Adenocarcinoma in tubulovillous adenoma of palate, NOS",ICDO3,Head and Neck
36529062,Adenocarcinoma in tubulovillous adenoma of parotid gland,ICDO3,Head and Neck
36529868,Adenocarcinoma in tubulovillous adenoma of posterior wall of nasopharynx,ICDO3,Head and Neck
36555564,Adenocarcinoma in tubulovillous adenoma of posterior wall of oropharynx,ICDO3,Head and Neck
36528096,Adenocarcinoma in tubulovillous adenoma of retromolar area,ICDO3,Head and Neck
36541921,"Adenocarcinoma in tubulovillous adenoma of soft palate, NOS",ICDO3,Head and Neck
36546413,Adenocarcinoma in tubulovillous adenoma of sphenoid sinus,ICDO3,Head and Neck
36526381,Adenocarcinoma in tubulovillous adenoma of subglottis,ICDO3,Head and Neck
36527292,Adenocarcinoma in tubulovillous adenoma of sublingual gland,ICDO3,Head and Neck
36524936,Adenocarcinoma in tubulovillous adenoma of submandibular gland,ICDO3,Head and Neck
36519590,Adenocarcinoma in tubulovillous adenoma of superior wall of nasopharynx,ICDO3,Head and Neck
36552319,Adenocarcinoma in tubulovillous adenoma of supraglottis,ICDO3,Head and Neck
36540520,"Adenocarcinoma in tubulovillous adenoma of tonsil, NOS",ICDO3,Head and Neck
36517762,Adenocarcinoma in tubulovillous adenoma of tonsillar fossa,ICDO3,Head and Neck
36526758,Adenocarcinoma in tubulovillous adenoma of tonsillar pillar,ICDO3,Head and Neck
36518265,Adenocarcinoma in tubulovillous adenoma of upper Gum,ICDO3,Head and Neck
36560938,Adenocarcinoma in tubulovillous adenoma of uvula,ICDO3,Head and Neck
36533964,Adenocarcinoma in tubulovillous adenoma of vallecula,ICDO3,Head and Neck
36524174,Adenocarcinoma in tubulovillous adenoma of vestibule of mouth,ICDO3,Head and Neck
36548859,"Adenocarcinoma in villous adenoma of accessory sinus, NOS",ICDO3,Head and Neck
36530755,Adenocarcinoma in villous adenoma of anterior floor of mouth,ICDO3,Head and Neck
36529467,Adenocarcinoma in villous adenoma of anterior surface of epiglottis,ICDO3,Head and Neck
36550299,Adenocarcinoma in villous adenoma of anterior wall of nasopharynx,ICDO3,Head and Neck
36548890,Adenocarcinoma in villous adenoma of cheeck mucosa,ICDO3,Head and Neck
36519215,Adenocarcinoma in villous adenoma of commissure of lip,ICDO3,Head and Neck
36534525,Adenocarcinoma in villous adenoma of ethmoid sinus,ICDO3,Head and Neck
36551756,"Adenocarcinoma in villous adenoma of external lip, NOS",ICDO3,Head and Neck
36534750,Adenocarcinoma in villous adenoma of external lower lip,ICDO3,Head and Neck
36552333,Adenocarcinoma in villous adenoma of external upper lip,ICDO3,Head and Neck
36536303,"Adenocarcinoma in villous adenoma of floor of mouth, NOS",ICDO3,Head and Neck
36566754,Adenocarcinoma in villous adenoma of frontal sinus,ICDO3,Head and Neck
36542458,Adenocarcinoma in villous adenoma of glottis,ICDO3,Head and Neck
36530031,"Adenocarcinoma in villous adenoma of gum, NOS",ICDO3,Head and Neck
36546947,Adenocarcinoma in villous adenoma of hard palate,ICDO3,Head and Neck
36528221,Adenocarcinoma in villous adenoma of laryngeal cartilage,ICDO3,Head and Neck
36567676,"Adenocarcinoma in villous adenoma of larynx, NOS",ICDO3,Head and Neck
36565184,Adenocarcinoma in villous adenoma of lateral floor of mouth,ICDO3,Head and Neck
36538168,Adenocarcinoma in villous adenoma of lateral wall of nasopharynx,ICDO3,Head and Neck
36553988,Adenocarcinoma in villous adenoma of lateral wall of oropharynx,ICDO3,Head and Neck
36531937,"Adenocarcinoma in villous adenoma of lip, NOS",ICDO3,Head and Neck
36537606,Adenocarcinoma in villous adenoma of lower gum,ICDO3,Head and Neck
36522411,"Adenocarcinoma in villous adenoma of major salivary gland, NOS",ICDO3,Head and Neck
36563000,Adenocarcinoma in villous adenoma of maxillary sinus,ICDO3,Head and Neck
36558605,"Adenocarcinoma in villous adenoma of mouth, NOS",ICDO3,Head and Neck
36528851,"Adenocarcinoma in villous adenoma of mucosa of lip, NOS",ICDO3,Head and Neck
36548430,Adenocarcinoma in villous adenoma of mucosa of lower lip,ICDO3,Head and Neck
36557787,Adenocarcinoma in villous adenoma of mucosa of upper lip,ICDO3,Head and Neck
36526246,Adenocarcinoma in villous adenoma of nasal cavity,ICDO3,Head and Neck
36539948,"Adenocarcinoma in villous adenoma of nasopharynx, NOS",ICDO3,Head and Neck
36563243,"Adenocarcinoma in villous adenoma of oropharynx, NOS",ICDO3,Head and Neck
36529660,Adenocarcinoma in villous adenoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36545650,Adenocarcinoma in villous adenoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36564868,Adenocarcinoma in villous adenoma of overlapping lesion of larynx,ICDO3,Head and Neck
36520662,Adenocarcinoma in villous adenoma of overlapping lesion of lip,ICDO3,Head and Neck
36567937,Adenocarcinoma in villous adenoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36542271,Adenocarcinoma in villous adenoma of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36556814,Adenocarcinoma in villous adenoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36566100,Adenocarcinoma in villous adenoma of overlapping lesion of palate,ICDO3,Head and Neck
36550612,Adenocarcinoma in villous adenoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36528322,Adenocarcinoma in villous adenoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36553755,"Adenocarcinoma in villous adenoma of palate, NOS",ICDO3,Head and Neck
36545238,Adenocarcinoma in villous adenoma of parotid gland,ICDO3,Head and Neck
36533457,Adenocarcinoma in villous adenoma of posterior wall of nasopharynx,ICDO3,Head and Neck
36562280,Adenocarcinoma in villous adenoma of posterior wall of oropharynx,ICDO3,Head and Neck
36535238,Adenocarcinoma in villous adenoma of retromolar area,ICDO3,Head and Neck
36551956,"Adenocarcinoma in villous adenoma of soft palate, NOS",ICDO3,Head and Neck
36542450,Adenocarcinoma in villous adenoma of sphenoid sinus,ICDO3,Head and Neck
36557157,Adenocarcinoma in villous adenoma of subglottis,ICDO3,Head and Neck
36534350,Adenocarcinoma in villous adenoma of sublingual gland,ICDO3,Head and Neck
36552288,Adenocarcinoma in villous adenoma of submandibular gland,ICDO3,Head and Neck
36523507,Adenocarcinoma in villous adenoma of superior wall of nasopharynx,ICDO3,Head and Neck
36561038,Adenocarcinoma in villous adenoma of supraglottis,ICDO3,Head and Neck
36559246,"Adenocarcinoma in villous adenoma of tonsil, NOS",ICDO3,Head and Neck
36534236,Adenocarcinoma in villous adenoma of tonsillar fossa,ICDO3,Head and Neck
36553285,Adenocarcinoma in villous adenoma of tonsillar pillar,ICDO3,Head and Neck
36521570,Adenocarcinoma in villous adenoma of upper Gum,ICDO3,Head and Neck
36545382,Adenocarcinoma in villous adenoma of uvula,ICDO3,Head and Neck
36531583,Adenocarcinoma in villous adenoma of vallecula,ICDO3,Head and Neck
36551849,Adenocarcinoma in villous adenoma of vestibule of mouth,ICDO3,Head and Neck
36538691,"Adenocarcinoma with apocrine metaplasia of accessory sinus, NOS",ICDO3,Head and Neck
36539225,"Adenocarcinoma with apocrine metaplasia of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36533024,"Adenocarcinoma with apocrine metaplasia of base of tongue, NOS",ICDO3,Head and Neck
36564707,Adenocarcinoma with apocrine metaplasia of border of tongue,ICDO3,Head and Neck
36552268,"Adenocarcinoma with apocrine metaplasia of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36527774,Adenocarcinoma with apocrine metaplasia of ethmoid sinus,ICDO3,Head and Neck
36567468,Adenocarcinoma with apocrine metaplasia of frontal sinus,ICDO3,Head and Neck
36518311,Adenocarcinoma with apocrine metaplasia of lingual tonsil,ICDO3,Head and Neck
36530383,"Adenocarcinoma with apocrine metaplasia of major salivary gland, NOS",ICDO3,Head and Neck
36561626,Adenocarcinoma with apocrine metaplasia of maxillary sinus,ICDO3,Head and Neck
36560042,Adenocarcinoma with apocrine metaplasia of nasal cavity,ICDO3,Head and Neck
36520431,Adenocarcinoma with apocrine metaplasia of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36551177,Adenocarcinoma with apocrine metaplasia of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36540379,Adenocarcinoma with apocrine metaplasia of overlapping lesion of tongue,ICDO3,Head and Neck
36539774,Adenocarcinoma with apocrine metaplasia of parotid gland,ICDO3,Head and Neck
36558922,Adenocarcinoma with apocrine metaplasia of sphenoid sinus,ICDO3,Head and Neck
36548099,Adenocarcinoma with apocrine metaplasia of sublingual gland,ICDO3,Head and Neck
36526145,Adenocarcinoma with apocrine metaplasia of submandibular gland,ICDO3,Head and Neck
36549259,"Adenocarcinoma with apocrine metaplasia of tongue, NOS",ICDO3,Head and Neck
36542840,"Adenocarcinoma with apocrine metaplasia of ventral surface of tongue, NOS",ICDO3,Head and Neck
36564988,"Adenocarcinoma with cartilaginous and osseous metaplasia of accessory sinus, NOS",ICDO3,Head and Neck
36540591,"Adenocarcinoma with cartilaginous and osseous metaplasia of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36534934,"Adenocarcinoma with cartilaginous and osseous metaplasia of base of tongue, NOS",ICDO3,Head and Neck
36532165,Adenocarcinoma with cartilaginous and osseous metaplasia of border of tongue,ICDO3,Head and Neck
36555600,"Adenocarcinoma with cartilaginous and osseous metaplasia of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36538074,Adenocarcinoma with cartilaginous and osseous metaplasia of ethmoid sinus,ICDO3,Head and Neck
36566039,Adenocarcinoma with cartilaginous and osseous metaplasia of frontal sinus,ICDO3,Head and Neck
36540741,Adenocarcinoma with cartilaginous and osseous metaplasia of lingual tonsil,ICDO3,Head and Neck
36543713,"Adenocarcinoma with cartilaginous and osseous metaplasia of major salivary gland, NOS",ICDO3,Head and Neck
36520656,Adenocarcinoma with cartilaginous and osseous metaplasia of maxillary sinus,ICDO3,Head and Neck
36525062,Adenocarcinoma with cartilaginous and osseous metaplasia of nasal cavity,ICDO3,Head and Neck
36537099,Adenocarcinoma with cartilaginous and osseous metaplasia of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36533732,Adenocarcinoma with cartilaginous and osseous metaplasia of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36530715,Adenocarcinoma with cartilaginous and osseous metaplasia of overlapping lesion of tongue,ICDO3,Head and Neck
36543829,Adenocarcinoma with cartilaginous and osseous metaplasia of parotid gland,ICDO3,Head and Neck
36518602,Adenocarcinoma with cartilaginous and osseous metaplasia of sphenoid sinus,ICDO3,Head and Neck
36566386,Adenocarcinoma with cartilaginous and osseous metaplasia of sublingual gland,ICDO3,Head and Neck
36560666,Adenocarcinoma with cartilaginous and osseous metaplasia of submandibular gland,ICDO3,Head and Neck
36521501,"Adenocarcinoma with cartilaginous and osseous metaplasia of tongue, NOS",ICDO3,Head and Neck
36551395,"Adenocarcinoma with cartilaginous and osseous metaplasia of ventral surface of tongue, NOS",ICDO3,Head and Neck
36555998,"Adenocarcinoma with mixed subtypes of accessory sinus, NOS",ICDO3,Head and Neck
36524511,"Adenocarcinoma with mixed subtypes of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36554696,Adenocarcinoma with mixed subtypes of anterior floor of mouth,ICDO3,Head and Neck
36522031,Adenocarcinoma with mixed subtypes of anterior surface of epiglottis,ICDO3,Head and Neck
36539033,Adenocarcinoma with mixed subtypes of anterior wall of nasopharynx,ICDO3,Head and Neck
36547409,"Adenocarcinoma with mixed subtypes of base of tongue, NOS",ICDO3,Head and Neck
36520832,Adenocarcinoma with mixed subtypes of border of tongue,ICDO3,Head and Neck
36564826,Adenocarcinoma with mixed subtypes of cheeck mucosa,ICDO3,Head and Neck
36551871,Adenocarcinoma with mixed subtypes of commissure of lip,ICDO3,Head and Neck
36543740,"Adenocarcinoma with mixed subtypes of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36562835,Adenocarcinoma with mixed subtypes of ethmoid sinus,ICDO3,Head and Neck
36550189,"Adenocarcinoma with mixed subtypes of external lip, NOS",ICDO3,Head and Neck
36535882,Adenocarcinoma with mixed subtypes of external lower lip,ICDO3,Head and Neck
36525810,Adenocarcinoma with mixed subtypes of external upper lip,ICDO3,Head and Neck
36527834,"Adenocarcinoma with mixed subtypes of floor of mouth, NOS",ICDO3,Head and Neck
36547327,Adenocarcinoma with mixed subtypes of frontal sinus,ICDO3,Head and Neck
36533089,Adenocarcinoma with mixed subtypes of glottis,ICDO3,Head and Neck
36559461,"Adenocarcinoma with mixed subtypes of gum, NOS",ICDO3,Head and Neck
36527159,Adenocarcinoma with mixed subtypes of hard palate,ICDO3,Head and Neck
36526680,Adenocarcinoma with mixed subtypes of hypopharyngeal aspect of aryepiglottic fold,ICDO3,Head and Neck
36544062,"Adenocarcinoma with mixed subtypes of hypopharynx, NOS",ICDO3,Head and Neck
36556261,Adenocarcinoma with mixed subtypes of laryngeal cartilage,ICDO3,Head and Neck
36553022,"Adenocarcinoma with mixed subtypes of larynx, NOS",ICDO3,Head and Neck
36523212,Adenocarcinoma with mixed subtypes of lateral floor of mouth,ICDO3,Head and Neck
36554600,Adenocarcinoma with mixed subtypes of lateral wall of nasopharynx,ICDO3,Head and Neck
36537034,Adenocarcinoma with mixed subtypes of lateral wall of oropharynx,ICDO3,Head and Neck
36553095,Adenocarcinoma with mixed subtypes of lingual tonsil,ICDO3,Head and Neck
36566067,"Adenocarcinoma with mixed subtypes of lip, NOS",ICDO3,Head and Neck
36531471,Adenocarcinoma with mixed subtypes of lower gum,ICDO3,Head and Neck
36548665,"Adenocarcinoma with mixed subtypes of major salivary gland, NOS",ICDO3,Head and Neck
36526735,Adenocarcinoma with mixed subtypes of maxillary sinus,ICDO3,Head and Neck
36538929,"Adenocarcinoma with mixed subtypes of mouth, NOS",ICDO3,Head and Neck
36536627,"Adenocarcinoma with mixed subtypes of mucosa of lip, NOS",ICDO3,Head and Neck
36546579,Adenocarcinoma with mixed subtypes of mucosa of lower lip,ICDO3,Head and Neck
36562324,Adenocarcinoma with mixed subtypes of mucosa of upper lip,ICDO3,Head and Neck
36531845,Adenocarcinoma with mixed subtypes of nasal cavity,ICDO3,Head and Neck
36521147,"Adenocarcinoma with mixed subtypes of nasopharynx, NOS",ICDO3,Head and Neck
36549999,"Adenocarcinoma with mixed subtypes of oropharynx, NOS",ICDO3,Head and Neck
36536086,Adenocarcinoma with mixed subtypes of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36523604,Adenocarcinoma with mixed subtypes of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36539663,Adenocarcinoma with mixed subtypes of overlapping lesion of hypopharynx,ICDO3,Head and Neck
36526039,Adenocarcinoma with mixed subtypes of overlapping lesion of larynx,ICDO3,Head and Neck
36551344,Adenocarcinoma with mixed subtypes of overlapping lesion of lip,ICDO3,Head and Neck
36558430,"Adenocarcinoma with mixed subtypes of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36533002,Adenocarcinoma with mixed subtypes of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36518877,Adenocarcinoma with mixed subtypes of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36517639,Adenocarcinoma with mixed subtypes of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36550670,Adenocarcinoma with mixed subtypes of overlapping lesion of palate,ICDO3,Head and Neck
36535978,Adenocarcinoma with mixed subtypes of overlapping lesion of tongue,ICDO3,Head and Neck
36529616,Adenocarcinoma with mixed subtypes of overlapping lesion of tonsil,ICDO3,Head and Neck
36550145,Adenocarcinoma with mixed subtypes of overlapping lesions of oropharynx,ICDO3,Head and Neck
